Action id,"
Municipality/Region name ",Province,"Policy lever (voluntary, price, investments, mandating) (i.e., mode of governance)","Strategy
(Managable Coding)","Action
(Managable Coding)","Internal funding secured (i.e., funding from local gov budget) - Yes/No","External funding secured (e.g., from private sector, provincial/ferderal govt, etc.) - Yes/No","Project stage (e.g., planned, underway, ongoing, complete, not indicated)"
ID-Ville de Gatineau-002,Ville de Gatineau,Québec,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Support best practice information sharing among, for example, building owners, industry, and other stakeholders. ",No,No,Not indicated
ID-Ville de Gatineau-003,Ville de Gatineau,Québec,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Not indicated
ID-Ville de Gatineau-004,Ville de Gatineau,Québec,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Not indicated
ID-Ville de Gatineau-005,Ville de Gatineau,Québec,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Not indicated
ID-Ville de Gatineau-006,Ville de Gatineau,Québec,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Not indicated
ID-Ville de Gatineau-007,Ville de Gatineau,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Granby-001,Ville de Granby,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Granby-002,Ville de Granby,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Granby-003,Ville de Granby,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve building operations and preventative maintenance,No,No,Not indicated
ID-Ville de Granby-004,Ville de Granby,Québec,Public investment,Invest in Technology Development and Deployment ,Support Municipal Strategic Energy Management program,No,No,Not indicated
ID-Ville de Montréal-001,Ville de Montréal,Ontario,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Not indicated
ID-Ville de Montréal-002,Ville de Montréal,Québec,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Not indicated
ID-Ville de Montréal-003,Ville de Montréal,Québec,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Not indicated
ID-Ville de Montréal-004,Ville de Montréal,Québec,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Not indicated
ID-Ville de Montréal-005,Ville de Montréal,Québec,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Not indicated
ID-Ville de Montréal-006,Ville de Montréal,Québec,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Not indicated
ID-Ville de Montréal-007,Ville de Montréal,Québec,Mandates,Mandate Performance Improvement of Existing Buildings,"Require targeted buildings (e.g., commercial above certain amount of floor area) to benchmark (measure and disclose) energy performance, and/or conduct energy audits, and/or install energy sub-meters for large tenants",No,No,Not indicated
ID-Ville de Montréal-008,Ville de Montréal,Québec,Price signals,Subsidize Capacity Building,Support efforts to train professionals in the building industry,No,No,Not indicated
ID-Ville de Montréal-009,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Montréal-010,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Montréal-011,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Montréal-012,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Not indicated
ID-Ville de Montréal-013,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve building operations and preventative maintenance,No,No,Not indicated
ID-Ville de Montréal-014,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Not indicated
ID-Ville de Montréal-015,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Not indicated
ID-Ville de Montréal-016,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Montréal-017,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Not indicated
ID-Ville de Montréal-018,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Not indicated
ID-Ville de Montréal-019,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Montréal-020,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Montréal-021,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Ville de Montréal-022,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Not indicated
ID-Ville de Montréal-023,Ville de Montréal,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve building operations and preventative maintenance,No,No,Not indicated
ID-Ville de Québec-001,Ville de Québec,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Underway
ID-Ville de Québec-002,Ville de Québec,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Underway
ID-Ville de Québec-003,Ville de Québec,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Underway
ID-Ville de Québec-004,Ville de Québec,Québec,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Underway
ID-Waterloo Region-001,Waterloo Region,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Promote voluntary “stretch” building energy conservation codes, green-building principles, and retrofits by providing information, technical assistance, resources, and/or facilitating partnerships",No,No,Underway
ID-Waterloo Region-002,Waterloo Region,Ontario,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Underway
ID-Waterloo Region-003,Waterloo Region,Ontario,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Underway
ID-Waterloo Region-004,Waterloo Region,Ontario,Public investment,Invest in Technology Development and Deployment ,Support Municipal Strategic Energy Management program,No,No,Planned
ID-Waterloo Region-005,Waterloo Region,Ontario,,,,No,Yes,Planned
